Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
SBI Multi Asset Allocation Fund,4,8.41,22/39,Very High,Hybrid,1.44,2005-12-21,"8,395"
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan,3,1.16,41/44,Very High,Hybrid - Aggressive,2.09,2021-02-10,"1,567"
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan,3,4.87,27/28,High,Hybrid,1.67,2021-02-10,284.00
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan,4,7.15,13/28,Moderately High,Hybrid,1.38,2021-02-10,179.00
Shriram Aggressive Hybrid Fund,1,-2.28,43/44,Very High,Hybrid - Aggressive,2.41,2013-11-29,48.00
Shriram Balanced Advantage Fund - Regular Plan,2,-4.01,35/36,Very High,Hybrid,2.39,2019-07-05,61.00
Shriram Multi Asset Allocation Fund - Regular Plan,--,-4.35,38/39,Very High,Hybrid,2.35,2023-09-08,146.00
Sundaram Aggressive Hybrid Fund,3,6.19,22/44,High,Hybrid - Aggressive,1.81,2000-01-14,"6,146"
Sundaram Arbitrage Fund - Regular Plan,2,6.79,15/27,Low,Hybrid,1.00,2016-04-21,299.00
Sundaram Balanced Advantage Fund,4,6.27,22/36,High,Hybrid,2.08,2010-12-16,"1,563"
Sundaram Conservative Hybrid Fund,3,6.27,23/28,Moderately High,Hybrid,2.15,2010-03-08,27.00
Sundaram Equity Savings Fund,3,7.92,6/22,Moderate,Hybrid,2.18,2002-05-23,"1,049"
Sundaram Multi Asset Allocation Fund - Regular Plan,--,11.04,8/39,High,Hybrid,1.86,2024-01-25,"2,625"
Tata Arbitrage Fund - Regular Plan,4,6.98,9/27,Low,Hybrid,1.08,2018-12-18,"14,982"
Tata Balanced Advantage Fund - Regular Plan,4,4.06,28/36,High,Hybrid,1.69,2019-01-28,"10,227"
Tata Equity Savings Fund - Regular Plan,4,7.27,9/22,Moderate,Hybrid,1.13,1997-04-26,265.00
Tata Hybrid Equity Fund - Regular Plan,3,3.35,37/44,Very High,Hybrid - Aggressive,1.92,1995-10-08,"4,074"
Tata Multi Asset Opportunities Fund - Regular Plan,2,6.13,32/39,Very High,Hybrid,1.84,2020-03-04,"3,795"
Tata Retirement Savings Fund - Conservative Plan - Regular Plan,2,5.76,26/28,High,Hybrid,2.17,2011-11-01,178.00
Tata Retirement Savings Fund - Moderate Plan - Regular Plan,3,6.72,15/44,Very High,Hybrid - Aggressive,2.00,2011-11-01,"2,151"
Unifi Dynamic Asset Allocation Fund - Regular Plan,--,--,--,Moderate,Hybrid,1.52,2025-03-13,640.00
Union Aggressive Hybrid Fund - Regular Plan,2,6.11,27/44,High,Hybrid - Aggressive,2.37,2020-12-18,652.00
Union Arbitrage Fund - Regular Plan,2,6.74,19/27,Low,Hybrid,1.07,2019-02-20,263.00
Union Balanced Advantage Fund - Regular Plan,3,4.38,26/36,Very High,Hybrid,2.15,2017-12-29,"1,383"
Union Equity Savings Fund - Regular Plan,2,4.83,21/22,Moderate,Hybrid,1.99,2018-08-09,138.00
Union Multi Asset Allocation Fund - Regular Plan,--,--,--,Very High,Hybrid,2.20,2024-09-10,785.00
UTI Aggressive Hybrid Fund - Regular Plan,5,7.21,12/44,Very High,Hybrid - Aggressive,1.88,1995-03-20,"6,254"
UTI Arbitrage Fund - Regular Plan,4,7.16,1/27,Low,Hybrid,0.76,2006-06-22,"7,308"
UTI Balanced Advantage Fund - Regular Plan,--,8.91,6/36,Very High,Hybrid,1.92,2023-08-10,"2,959"
UTI Children's Hybrid Fund - Regular Plan,--,6.65,5/6,High,Hybrid,1.73,1993-07-12,"4,610"
UTI Conservative Hybrid Fund - Regular Plan,4,8.49,7/28,Moderately High,Hybrid,1.82,2003-12-16,"1,684"
UTI Equity Savings Fund - Regular Plan,5,6.75,11/22,Moderate,Hybrid,1.64,2018-08-30,687.00
UTI Multi Asset Allocation Fund - Regular Plan,4,7.55,28/39,Very High,Hybrid,1.74,2008-11-19,"5,659"
UTI Retirement Fund - Regular Plan,--,8.03,2/6,High,Hybrid,1.66,1994-12-26,"4,725"
UTI Unit Linked Insurance Plan,2,9.80,2/36,High,Hybrid,1.64,1971-10-01,"5,468"
WhiteOak Capital Arbitrage Fund - Regular Plan,--,--,--,Low,Hybrid,1.12,2024-09-09,502.00
WhiteOak Capital Balanced Advantage Fund - Regular Plan,--,9.95,1/36,Very High,Hybrid,2.06,2023-02-10,"1,566"
WhiteOak Capital Balanced Hybrid Fund - Regular Plan,--,8.05,1/6,Very High,Hybrid,2.14,2023-10-27,184.00
WhiteOak Capital Equity Savings Fund - Regular Plan,--,--,--,Moderate,Hybrid,2.05,2025-03-12,77.00
WhiteOak Capital Multi Asset Allocation Fund - Regular Plan,--,15.52,1/39,High,Hybrid,1.73,2023-05-19,"2,245"
360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan,--,7.09,6/38,Very High,Equity,0.52,2022-12-28,85.00
360 ONE FlexiCap Fund - Regular Plan,--,1.69,70/91,Very High,Equity,2.03,2023-06-30,"1,770"
360 ONE Focused Fund - Regular Plan,4,0.41,73/91,Very High,Equity,1.80,2014-10-30,"7,400"
360 ONE Quant Fund - Regular Plan,--,3.94,20/79,Very High,Equity,1.95,2021-11-29,709.00
Aditya Birla Sun Life Bal Bhavishya Yojna - Regular Plan,2,2.35,65/91,Very High,Equity,2.16,2019-02-11,"1,114"
Aditya Birla Sun Life Banking & Financial Services Fund - Regular Plan,2,10.23,18/52,Very High,Equity,1.97,2013-12-14,"3,515"
Aditya Birla Sun Life BSE India Infrastructure Index Fund - Regular Plan,--,--,--,Very High,Equity,1.07,2024-12-04,35.00
Aditya Birla Sun Life BSE Sensex ETF,--,7.37,30/144,Very High,Equity,0.04,2016-07-18,342.00
Aditya Birla Sun Life Business Cycle Fund - Regular Plan,--,4.60,18/79,Very High,Equity,2.14,2021-12-03,"1,771"
Aditya Birla Sun Life Conglomerate - Regular Plan,--,--,--,Very High,Equity,2.07,2024-12-27,"1,580"
Aditya Birla Sun Life Digital India Fund - Regular Plan,--,9.46,23/26,Very High,Equity,1.89,2000-01-15,"4,776"
Aditya Birla Sun Life Dividend Yield Fund - Regular Plan,--,0.67,5/9,Very High,Equity,2.22,2003-02-26,"1,471"
Aditya Birla Sun Life ELSS Tax Saver - Regular Plan,1,5.14,17/38,Very High,Equity,1.70,1996-03-29,"15,368"
Aditya Birla Sun Life Equity Advantage Fund - Regular Plan,1,1.84,27/54,Very High,Equity,1.90,1995-02-24,"5,737"
Aditya Birla Sun Life ESG Integration Strategy Fund - Regular Plan,--,7.85,2/10,Very High,Equity,2.44,2020-12-24,637.00
Aditya Birla Sun Life Flexi Cap Fund - Regular Plan,3,8.21,17/91,Very High,Equity,1.67,1998-08-27,"22,826"
Aditya Birla Sun Life Focused Fund - Regular Plan,3,8.89,11/91,Very High,Equity,1.81,2005-10-24,"7,774"
Aditya Birla Sun Life Frontline Equity Fund - Regular Plan,4,6.77,60/144,Very High,Equity,1.64,2002-08-30,"29,859"
Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular Plan,--,7.40,--,Very High,Equity,1.16,2008-09-17,239.00
Aditya Birla Sun Life Global Excellence Equity FoF - Regular,--,3.80,--,Very High,Equity,1.28,2007-12-31,201.00
Aditya Birla Sun Life India GenNext Fund - Regular Plan,2,4.60,11/21,Very High,Equity,1.85,2005-08-05,"6,052"
Aditya Birla Sun Life Infrastructure Fund - Regular Plan,2,-4.04,13/22,Very High,Equity,2.27,2006-03-17,"1,141"
Aditya Birla Sun Life International Equity Fund - Regular Plan,--,22.24,11/60,Very High,Equity,2.54,2007-10-31,207.00
Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan,--,-1.20,41/79,Very High,Equity,2.29,2015-01-31,"1,058"
Aditya Birla Sun Life Mid Cap Fund - Regular Plan,2,2.85,23/53,Very High,Equity,1.89,2002-10-03,"5,922"
Aditya Birla Sun Life MNC Fund - Regular Plan,--,-2.72,3/6,Very High,Equity,2.01,1994-04-22,"3,672"
Aditya Birla Sun Life Multi-Cap Fund - Regular Plan,2,3.26,15/25,Very High,Equity,1.84,2021-05-07,"6,321"
Aditya Birla Sun Life NASDAQ 100 FOF - Regular Plan,--,12.28,39/60,Very High,Equity,0.62,2021-11-01,383.00
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,--,-11.30,48/54,Very High,Equity,0.29,2022-08-12,47.00
Aditya Birla Sun Life Nifty 200 Quality 30 ETF,--,1.85,26/54,Very High,Equity,0.29,2022-08-12,32.00
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund - Regular Plan,4,5.01,89/144,Very High,Equity,1.02,2021-06-08,396.00
Aditya Birla Sun Life Nifty 50 ETF,--,7.59,9/144,Very High,Equity,0.04,2011-07-22,"3,204"
Aditya Birla Sun Life Nifty 50 Index Fund - Regular Plan,3,7.11,43/144,Very High,Equity,0.47,2002-09-18,"1,066"
Aditya Birla Sun Life Nifty Bank ETF,--,8.99,28/52,Very High,Equity,0.14,2019-10-23,"2,677"
Aditya Birla Sun Life Nifty Healthcare ETF,--,13.84,14/23,Very High,Equity,0.19,2021-10-20,37.00
Aditya Birla Sun Life Nifty India Defence Index Fund - Regular Plan,--,--,--,Very High,Equity,1.06,2024-08-30,664.00
Aditya Birla Sun Life Nifty IT ETF,--,13.54,13/26,Very High,Equity,0.19,2021-10-29,50.00
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular Plan,3,1.98,31/53,Very High,Equity,1.01,2021-04-01,358.00
Aditya Birla Sun Life Nifty Next 50 ETF,--,-6.20,126/144,Very High,Equity,0.09,2018-12-19,136.00
Aditya Birla Sun Life Nifty Next 50 Index Fund - Regular Plan,1,-7.32,144/144,Very High,Equity,0.88,2022-02-18,230.00
Aditya Birla Sun Life Nifty PSE ETF,--,-5.51,5/7,Very High,Equity,0.20,2024-05-17,35.00
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund - Regular Plan,2,2.35,10/44,Very High,Equity,1.01,2021-04-01,231.00
Aditya Birla Sun Life Pharma & Healthcare Fund - Regular Plan,2,9.97,21/23,Very High,Equity,2.33,2019-07-11,814.00
Aditya Birla Sun Life PSU Equity Fund - Regular Plan,--,-7.38,6/7,Very High,Equity,1.79,2019-12-30,"5,582"
Aditya Birla Sun Life Pure Value Fund - Regular Plan,2,1.72,19/31,Very High,Equity,1.88,2008-03-27,"6,161"
Aditya Birla Sun Life Quant Fund - Regular Plan,--,--,--,Very High,Equity,1.97,2024-06-28,"2,455"
Aditya Birla Sun Life Retirement Fund - The 30s Plan - Regular Plan,2,5.90,28/91,Very High,Equity,2.41,2019-03-11,404.00
Aditya Birla Sun Life Small Cap Fund - Regular Plan,1,-0.74,22/44,Very High,Equity,1.92,2007-05-31,"4,914"
Aditya Birla Sun Life Special Opportunities Fund - Regular Plan,--,6.26,13/79,Very High,Equity,2.39,2020-10-23,777.00
Aditya Birla Sun Life Transportation and Logistics Fund - Regular Plan,--,-5.96,64/79,Very High,Equity,2.11,2023-11-17,"1,471"
Angel One Nifty 50 ETF,--,--,--,Very High,Equity,0.09,2025-05-22,7.00
Angel One Nifty 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.70,2025-05-22,39.00
Angel One Nifty Total Market ETF,--,--,--,Very High,Equity,0.28,2025-02-28,22.00
Angel One Nifty Total Market Index Fund - Regular Plan,--,--,--,Very High,Equity,1.03,2025-02-28,38.00
Axis BSE Sensex ETF,--,7.39,28/144,Very High,Equity,0.04,2023-03-24,132.00
Axis BSE Sensex Index Fund - Regular Plan,--,6.67,62/144,Very High,Equity,0.70,2024-02-27,48.00
Axis Business Cycles Fund - Regular Plan,--,3.37,23/79,Very High,Equity,1.99,2023-02-22,"2,404"
Axis Consumption Fund - Regular Plan,--,--,--,Very High,Equity,1.86,2024-09-12,"4,100"
Axis ELSS Tax Saver Fund,1,5.41,13/38,Very High,Equity,1.53,2009-12-29,"35,358"
Axis Equity ETFs FoF - Regular Plan,2,-3.91,82/91,Very High,Equity,0.70,2022-02-24,32.00
Axis ESG Integration Strategy Fund - Regular Plan,--,3.71,8/10,Very High,Equity,2.22,2020-02-12,"1,246"
Axis Flexi Cap Fund - Regular Plan,2,5.55,33/91,Very High,Equity,1.71,2017-11-20,"12,824"
Axis Focused Fund,1,5.86,30/91,Very High,Equity,1.74,2012-06-29,"12,644"
Axis Global Equity Alpha FoF - Regular Plan,--,16.03,19/60,Very High,Equity,1.63,2020-09-24,898.00
Axis Global Innovation FoF - Regular Plan,--,9.57,44/60,Very High,Equity,1.62,2021-05-28,519.00
Axis Greater China Equity FoF - Regular Plan,--,12.45,37/60,Very High,Equity,1.57,2021-02-10,513.00
Axis India Manufacturing Fund - Regular Plan,--,-2.32,47/79,Very High,Equity,1.81,2023-12-21,"5,533"
Axis Innovation Fund - Regular Plan,--,4.24,19/79,Very High,Equity,2.25,2020-12-24,"1,175"
Axis Large Cap Fund - Regular Plan,1,4.65,93/144,Very High,Equity,1.57,2010-01-05,"33,413"
Axis Large & Mid Cap Fund - Regular Plan,3,4.29,15/54,Very High,Equity,1.68,2018-10-22,"14,349"
Axis Midcap Fund - Regular Plan,2,3.35,17/53,Very High,Equity,1.57,2011-02-18,"30,502"
Axis Momentum Fund - Regular Plan,--,--,--,Very High,Equity,2.11,2024-12-12,"1,324"
Axis Multicap Fund - Regular Plan,4,6.83,4/25,Very High,Equity,1.79,2021-12-17,"7,782"
Axis NASDAQ 100 FoF - Regular Plan,--,12.18,40/60,Very High,Equity,0.60,2022-11-01,165.00
Axis Nifty 100 Index Fund - Regular Plan,2,4.12,99/144,Very High,Equity,0.92,2019-10-18,"1,883"
Axis Nifty 500 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.00,2024-07-12,283.00
Axis Nifty500 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.06,2025-02-13,68.00
Axis Nifty500 Value 50 ETF,--,--,--,Very High,Equity,0.25,2025-03-13,12.00
Axis Nifty500 Value 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.06,2024-10-24,90.00
Axis Nifty 50 ETF,--,7.59,14/144,Very High,Equity,0.04,2017-07-03,734.00
Axis Nifty 50 Index Fund - Regular Plan,3,7.20,38/144,Very High,Equity,0.42,2021-12-03,706.00
Axis Nifty Bank ETF,--,9.02,25/52,Very High,Equity,0.19,2020-11-03,333.00
Axis Nifty Bank Index Fund - Regular Plan,--,8.15,41/52,Very High,Equity,1.00,2024-05-24,145.00
Axis NIFTY Healthcare ETF,--,13.73,16/23,Very High,Equity,0.34,2021-05-17,19.00
Axis NIFTY India Consumption ETF,--,5.30,8/21,Very High,Equity,0.38,2021-09-17,13.00
Axis NIFTY IT ETF,--,13.53,14/26,Very High,Equity,0.23,2021-03-25,194.00
Axis Nifty IT Index Fund - Regular Plan,--,12.53,20/26,Very High,Equity,1.03,2023-07-14,131.00
Axis Nifty Midcap 50 Index Fund - Regular Plan,3,4.16,13/53,Very High,Equity,1.03,2022-03-28,446.00
Axis Nifty Next 50 Index Fund - Regular Plan,2,-7.06,139/144,Very High,Equity,1.01,2022-01-28,337.00
Axis Nifty Smallcap 50 Index Fund - Regular Plan,3,1.80,13/44,Very High,Equity,1.02,2022-03-10,487.00
Axis Quant Fund - Regular Plan,--,-3.33,51/79,Very High,Equity,2.22,2021-06-30,969.00
Axis Small Cap Fund - Regular Plan,3,5.88,7/44,Very High,Equity,1.60,2013-11-29,"25,062"
Axis Value Fund - Regular Plan,4,6.13,4/31,Very High,Equity,2.25,2021-09-22,921.00
Bajaj Finserv Consumption Fund - Regular Plan,--,--,--,Very High,Equity,2.33,2024-11-29,571.00
Bajaj Finserv ELSS Tax Saver Fund - Regular Plan,--,--,--,Very High,Equity,2.25,2025-01-29,56.00
Bajaj Finserv Flexi Cap Fund - Regular Plan,--,6.21,25/91,Very High,Equity,1.83,2023-08-14,"4,850"
Bajaj Finserv Healthcare Fund - Regular Plan,--,--,--,Very High,Equity,2.37,2024-12-27,321.00
Bajaj Finserv Large and Mid Cap Fund - Regular Plan,--,4.44,14/54,Very High,Equity,2.02,2024-02-27,"1,984"
Bajaj Finserv Large Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.07,2024-08-20,"1,496"
Bajaj Finserv Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.30,2025-02-27,696.00
Bajaj Finserv Nifty 50 ETF,--,7.57,17/144,Very High,Equity,0.07,2024-01-19,201.00
Bajaj Finserv Nifty 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.90,2025-05-15,7.00
Bajaj Finserv Nifty Bank ETF,--,9.06,22/52,Very High,Equity,0.10,2024-01-19,321.00
Bajaj Finserv Nifty Next 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.95,2025-05-12,8.00
Bajaj Finserv Small Cap Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Bandhan BSE Healthcare Index Fund - Regular Plan,--,--,--,Very High,Equity,1.01,2024-09-06,18.00
Bandhan BSE Sensex ETF,--,7.04,49/144,Very High,Equity,0.38,2016-10-07,1.00
Bandhan Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.05,2024-09-30,"1,683"
Bandhan ELSS Tax Saver Fund - Regular Plan,4,2.00,29/38,Very High,Equity,1.74,2008-12-26,"6,955"
Bandhan Financial Services Fund - Regular Plan,--,12.85,14/52,Very High,Equity,2.18,2023-07-28,"1,039"
Bandhan Flexi Cap Fund - Regular Plan,3,6.14,26/91,Very High,Equity,1.86,2005-09-28,"7,357"
Bandhan Focused Fund - Regular Plan,3,9.56,8/91,Very High,Equity,2.09,2006-03-16,"1,839"
Bandhan Infrastructure Fund - Regular Plan,3,-6.85,19/22,Very High,Equity,2.10,2011-03-08,"1,701"
Bandhan Innovation Fund - Regular Plan,--,14.67,4/79,Very High,Equity,2.08,2024-04-30,"1,512"
Bandhan Large Cap Fund - Regular Plan,4,5.84,77/144,Very High,Equity,2.04,2006-06-09,"1,862"
Bandhan Large & Mid Cap Fund - Regular Plan,5,6.26,8/54,Very High,Equity,1.74,2005-08-09,"9,107"
Bandhan Midcap Fund - Regular Plan,--,1.94,33/53,Very High,Equity,2.07,2022-08-18,"1,680"
Bandhan Multi Cap Fund - Regular Plan,3,3.05,16/25,Very High,Equity,1.95,2021-12-02,"2,617"
Bandhan Nifty 100 Index Fund - Regular Plan,2,4.36,96/144,Very High,Equity,0.61,2022-02-24,182.00
Bandhan Nifty100 Low Volatility 30 Index Fund - Regular Plan,--,5.47,80/144,Very High,Equity,1.04,2022-10-06,"1,499"
Bandhan Nifty200 Momentum 30 Index Fund - Regular Plan,--,-12.15,54/54,Very High,Equity,1.07,2022-09-02,132.00
Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.98,2024-12-04,12.00
Bandhan Nifty 500 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.01,2024-10-29,24.00
Bandhan Nifty 500 Value 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.01,2024-10-29,13.00
Bandhan Nifty 50 ETF,--,7.55,19/144,Very High,Equity,0.09,2016-10-07,28.00
Bandhan Nifty 50 Index Fund - Regular Plan,3,6.84,59/144,Very High,Equity,0.60,2010-04-30,"1,886"
Bandhan Nifty Alpha 50 Index Fund - Regular Plan,--,-8.41,88/91,Very High,Equity,1.02,2023-11-09,448.00
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.00,2025-01-23,8.00
Bandhan Nifty Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,1.00,2024-08-27,18.00
Bandhan Nifty IT Index Fund - Regular Plan,--,12.79,17/26,Very High,Equity,1.02,2023-08-31,26.00
Bandhan Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.85,2024-09-19,25.00
Bandhan Nifty Next 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.00,2025-02-28,17.00
Bandhan Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.65,34/44,Very High,Equity,0.89,2023-12-22,55.00
Bandhan Nifty Total Market Index Fund - Regular Plan,--,--,--,Very High,Equity,1.05,2024-07-10,40.00
Bandhan Small Cap Fund - Regular Plan,4,12.97,2/44,Very High,Equity,1.68,2020-02-25,"11,744"
Bandhan Transportation and Logistics Fund - Regular Plan,--,-5.62,60/79,Very High,Equity,2.40,2022-10-27,548.00
Bandhan US Equity FoF - Regular Plan,--,9.98,42/60,Very High,Equity,1.61,2021-08-20,316.00
Bandhan Value Fund - Regular Plan,4,0.99,21/31,Very High,Equity,1.75,2008-03-07,"9,961"
Bank of India Bluechip Fund - Regular Plan,4,-2.84,120/144,Very High,Equity,2.44,2021-06-29,201.00
Bank of India Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.45,2024-08-30,564.00
Bank of India Consumption Fund - Regular Plan,--,--,--,Very High,Equity,2.46,2024-12-20,383.00
Bank of India ELSS Tax Saver Fund - Regular Plan,3,-7.45,35/38,Very High,Equity,2.09,2009-02-25,"1,398"
Bank of India Flexi Cap Fund - Regular Plan,4,-3.76,81/91,Very High,Equity,1.99,2020-06-29,"2,153"
Bank of India Large & Mid Cap Equity Fund - Regular Plan,2,-0.34,36/54,Very High,Equity,2.48,2008-10-21,399.00
Bank of India Manufacturing & Infrastructure Fund - Regular Plan,3,-0.36,6/22,Very High,Equity,2.37,2010-03-05,573.00
Bank of India Multi Cap Fund - Regular Plan,--,2.22,17/25,Very High,Equity,2.31,2023-03-03,857.00
Bank of India Small Cap Fund - Regular Plan,3,-0.02,18/44,Very High,Equity,2.03,2018-12-19,"1,819"
Baroda BNP Paribas Aqua FoF - Regular Plan,--,8.22,--,Very High,Equity,1.58,2021-05-07,37.00
Baroda BNP Paribas Banking and Financial Services Fund - Regular Plan,3,14.64,7/52,Very High,Equity,2.41,2012-06-22,271.00
Baroda BNP Paribas Business Cycle Fund - Regular Plan,--,-0.18,34/79,Very High,Equity,2.38,2021-09-15,582.00
Baroda BNP Paribas Children's Fund - Regular Plan,--,--,--,Very High,Equity,2.34,2024-12-27,86.00
Baroda BNP Paribas Dividend Yield Fund - Regular Plan,--,--,--,Very High,Equity,2.17,2024-09-11,985.00
Baroda BNP Paribas ELSS Tax Saver Fund - Regular Plan,3,5.15,16/38,Very High,Equity,2.23,2006-01-05,912.00
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.30,2025-02-10,757.00
Baroda BNP Paribas Flexi Cap Fund - Regular Plan,--,2.96,60/91,Very High,Equity,2.17,2022-08-17,"1,274"
Baroda BNP Paribas Focused Fund - Regular Plan,2,-3.41,80/91,Very High,Equity,2.29,2017-10-06,685.00
Baroda BNP Paribas Health and Wellness Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Baroda BNP Paribas India Consumption Fund - Regular Plan,3,2.17,16/21,Very High,Equity,2.09,2018-09-07,"1,434"
Baroda BNP Paribas Innovation Fund - Regular Plan,--,3.41,22/79,Very High,Equity,2.26,2024-03-05,997.00
Baroda BNP Paribas Large Cap Fund - Regular Plan,4,2.79,104/144,Very High,Equity,1.98,2004-09-23,"2,614"
Baroda BNP Paribas Large & Mid Cap Fund - Regular Plan,3,2.95,20/54,Very High,Equity,2.11,2020-09-04,"1,581"
Baroda BNP Paribas Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.12,2024-06-28,"1,308"
Baroda BNP Paribas Midcap Fund - Regular Plan,3,0.82,39/53,Very High,Equity,2.01,2006-05-02,"2,137"
Baroda BNP Paribas Multi Cap Fund - Regular Plan,3,1.85,19/25,Very High,Equity,1.99,2003-09-12,"2,840"
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.10,2024-10-15,25.00
Baroda BNP Paribas NIFTY 50 Index Fund - Regular Plan,--,6.85,58/144,Very High,Equity,0.56,2024-01-29,65.00
Baroda BNP Paribas Nifty Bank ETF,--,--,--,Very High,Equity,0.09,2024-06-18,4.00
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.08,2024-11-04,9.00
Baroda BNP Paribas Small Cap Fund - Regular Plan,--,-2.28,37/44,Very High,Equity,2.16,2023-10-30,"1,291"
Baroda BNP Paribas Value Fund - Regular Plan,--,-3.26,26/31,Very High,Equity,2.18,2023-06-07,"1,319"
BHARAT 22 ETF,--,-1.02,118/144,Very High,Equity,0.07,2017-11-24,"17,475"
Canara Robeco Consumer Trends Fund - Regular Plan,3,4.53,12/21,Very High,Equity,2.07,2009-09-14,"1,848"
Canara Robeco ELSS Tax Saver Fund - Regular Plan,3,5.27,14/38,Very High,Equity,1.69,1993-03-31,"8,859"
Canara Robeco Flexi Cap Fund - Regular Plan,3,6.45,23/91,Very High,Equity,1.68,2003-09-16,"13,057"
Canara Robeco Focused Fund - Regular Plan,4,10.84,4/91,Very High,Equity,1.93,2021-05-17,"2,615"
Canara Robeco Infrastructure Fund - Regular Plan,4,0.01,5/22,Very High,Equity,2.28,2005-12-02,904.00
Canara Robeco Large and Mid Cap Fund - Regular Plan,3,5.06,12/54,Very High,Equity,1.60,2005-03-11,"25,092"
Canara Robeco Large Cap Fund - Regular Plan,4,8.22,3/144,Very High,Equity,1.65,2010-08-20,"16,027"
Canara Robeco Manufacturing Fund - Regular Plan,--,-1.14,40/79,Very High,Equity,2.08,2024-03-11,"1,626"
Canara Robeco Mid Cap Fund - Regular Plan,--,5.15,8/53,Very High,Equity,1.93,2022-12-02,"2,962"
Canara Robeco Multi Cap Fund - Regular Plan,--,5.51,7/25,Very High,Equity,1.84,2023-07-28,"4,284"
Canara Robeco Small Cap Fund - Regular Plan,3,-0.52,20/44,Very High,Equity,1.68,2019-02-15,"12,368"
Canara Robeco Value Fund - Regular Plan,4,3.53,9/31,Very High,Equity,2.12,2021-09-03,"1,283"
CPSE ETF,--,0.21,1/7,Very High,Equity,0.07,2014-03-28,"36,795"
DSP Banking & Financial Services Fund - Regular Plan,--,20.09,3/52,Very High,Equity,2.13,2023-12-08,"1,290"
DSP BSE Sensex ETF,--,7.24,34/144,Very High,Equity,0.07,2023-07-27,9.00
DSP BSE Sensex Next 30 ETF,--,--,--,Very High,Equity,0.15,2025-01-30,23.00
DSP BSE Sensex Next 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.83,2025-01-30,10.00
DSP Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.18,2024-12-17,"1,082"
DSP ELSS Tax Saver Fund - Regular Plan,4,7.03,7/38,Very High,Equity,1.64,2007-01-18,"16,974"
DSP Flexi Cap Fund - Regular Plan,3,4.96,40/91,Very High,Equity,1.74,1997-04-29,"11,837"
DSP Focused Fund - Regular Plan,4,5.81,31/91,Very High,Equity,2.03,2010-06-10,"2,576"
DSP Global Clean Energy Fund of Fund - Regular Plan,--,2.18,58/60,Very High,Equity,2.13,2009-08-14,85.00
DSP Global Innovation FoF - Regular Plan,--,10.60,--,Very High,Equity,2.05,2022-02-14,953.00
DSP Healthcare Fund - Regular Plan,4,14.99,8/23,Very High,Equity,1.94,2018-11-30,"2,961"
DSP India T.I.G.E.R. Fund - Regular Plan,4,-5.32,16/22,Very High,Equity,1.88,2004-06-11,"5,319"
DSP Large Cap Fund - Regular Plan,4,10.45,2/144,Very High,Equity,1.87,2003-03-10,"6,036"
DSP Large & Mid Cap Fund - Regular Plan,3,4.81,13/54,Very High,Equity,1.70,2000-05-16,"15,013"
DSP Midcap Fund - Regular Plan,1,1.04,37/53,Very High,Equity,1.68,2006-11-14,"18,712"
